"","Title","Artist","track_title","line","lyric"
"1","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",1,"Raindrops keep fallin' on my head"
"2","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",2,"And just like the guy whose feet are too big for his bed"
"3","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",3,"Nothin' seems to fit"
"4","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",4,"Those raindrops are fallin' on my head, they keep fallin'So I just did me some talkin' to the sun"
"5","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",5,"And I said I didn't like the way he got things done"
"6","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",6,"He's sleepin' on the job"
"7","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",7,"Those raindrops are fallin' on my head, they keep fallin'But there's one thing I know"
"8","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",8,"The blues they send to greet me won't defeat me"
"9","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",9,"It won't be long till happiness steps up to greet me"
"10","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",10,"Raindrops keep fallin' on my head"
"11","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",11,"But that doesn't mean my eyes will soon be turnin' red"
"12","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",12,"Crying's not for me"
"13","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",13,"Cause I'm never gonna stop the rain by complainin'"
"14","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",14,"Because I'm free"
"15","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",15,"Nothing's worryin' me"
"16","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",16,"*trumpet*"
"17","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",17,"It won't be long till happiness steps up to greet me"
"18","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",18,"The raindrops keep fallin' on my head"
"19","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",19,"But that doesn't mean my eyes will soon be turnin' red"
"20","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",20,"Crying's not for me"
"21","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",21,"Cause I'm never gonna stop the rain by complainin'"
"22","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",22,"Because I'm free"
"23","Raindrops Keep Fallin On My Head","BJ Thomas","Raindrops Keep Fallin' on My Head",23,"Nothing's worryin' me"
"24","I Want You Back","Jackson 5","I Want You Back",1,"Uh-huh huh huh huh"
"25","I Want You Back","Jackson 5","I Want You Back",2,"Let me tell ya now"
"26","I Want You Back","Jackson 5","I Want You Back",3,"Uh-huh"
"27","I Want You Back","Jackson 5","I Want You Back",4,"When I had you to myself, I didn't want you around"
"28","I Want You Back","Jackson 5","I Want You Back",5,"Those pretty faces always made you stand out in a crowd"
"29","I Want You Back","Jackson 5","I Want You Back",6,"But someone picked you from the bunch, one glance was all it took"
"30","I Want You Back","Jackson 5","I Want You Back",7,"Now it's much too late for me to take a second look"
"31","I Want You Back","Jackson 5","I Want You Back",8,"Oh, baby, give me one more chance (To show you that I love you)"
"32","I Want You Back","Jackson 5","I Want You Back",9,"Won't you please let me (Back in your heart)"
"33","I Want You Back","Jackson 5","I Want You Back",10,"Oh, darlin', I was blind to let you go (Let you go, baby)"
"34","I Want You Back","Jackson 5","I Want You Back",11,"But now since I see you in his arms (I want you back)"
"35","I Want You Back","Jackson 5","I Want You Back",12,"Yes, I do now (I want you back)"
"36","I Want You Back","Jackson 5","I Want You Back",13,"Ooh, ooh, baby (I want you back)"
"37","I Want You Back","Jackson 5","I Want You Back",14,"Yeah, yeah, yeah, yeah (I want you back)"
"38","I Want You Back","Jackson 5","I Want You Back",15,"Na, na, na, na"
"39","I Want You Back","Jackson 5","I Want You Back",16,"Tryin' to live without your love is one long sleepless night"
"40","I Want You Back","Jackson 5","I Want You Back",17,"Let me show you, girl, that I know wrong from right"
"41","I Want You Back","Jackson 5","I Want You Back",18,"Every street you walk on I leave tear stains on the ground"
"42","I Want You Back","Jackson 5","I Want You Back",19,"Following the girl, I didn't even want around"
"43","I Want You Back","Jackson 5","I Want You Back",20,"Let me tell you now"
"44","I Want You Back","Jackson 5","I Want You Back",21,"Oh, baby, all I need is more chance (To show you that I love you)"
"45","I Want You Back","Jackson 5","I Want You Back",22,"Won't you please let me (Back in your heart)"
"46","I Want You Back","Jackson 5","I Want You Back",23,"Oh, darlin', I was blind to let you go (Let you go, baby)"
"47","I Want You Back","Jackson 5","I Want You Back",24,"But now since I see you in his arms, uh-huh"
"48","I Want You Back","Jackson 5","I Want You Back",25,"A buh buh buh buh"
"49","I Want You Back","Jackson 5","I Want You Back",26,"A buh buh buh buh, all I want"
"50","I Want You Back","Jackson 5","I Want You Back",27,"A buh buh buh buh, all I need"
"51","I Want You Back","Jackson 5","I Want You Back",28,"A buh buh buh buh, all I want"
"52","I Want You Back","Jackson 5","I Want You Back",29,"A buh buh buh buh, all I need"
"53","I Want You Back","Jackson 5","I Want You Back",30,"Oh, just one more chance"
"54","I Want You Back","Jackson 5","I Want You Back",31,"To show you that I love you"
"55","I Want You Back","Jackson 5","I Want You Back",32,"Baby! Baby!"
"56","I Want You Back","Jackson 5","I Want You Back",33,"Baby! Baby!"
"57","I Want You Back","Jackson 5","I Want You Back",34,"Baby! Baby!"
"58","I Want You Back","Jackson 5","I Want You Back",35,"(I want you back)"
"59","I Want You Back","Jackson 5","I Want You Back",36,"Forget what happened then (I want you back)"
"60","I Want You Back","Jackson 5","I Want You Back",37,"Let me live again"
"61","I Want You Back","Jackson 5","I Want You Back",38,"Oh baby, I was blind to let you go"
"62","I Want You Back","Jackson 5","I Want You Back",39,"But now since I see you in his arms"
"63","I Want You Back","Jackson 5","I Want You Back",40,"(I want you back)"
"64","I Want You Back","Jackson 5","I Want You Back",41,"Spare me of this cause"
"65","I Want You Back","Jackson 5","I Want You Back",42,"Gimme back what I lost"
"66","I Want You Back","Jackson 5","I Want You Back",43,"Oh baby I need one more chance ha"
"67","I Want You Back","Jackson 5","I Want You Back",44,"I tell ya that I love you"
"68","I Want You Back","Jackson 5","I Want You Back",45,"Oh! Oh! Oh! I want you back!"
"69","Let It Be","The Beatles","Let It Be",1,"When I find myself in times of trouble, Mother Mary comes to me"
"70","Let It Be","The Beatles","Let It Be",2,"Speaking words of wisdom, “let it be”And in my hour of darkness, she is standing right in front of me"
"71","Let It Be","The Beatles","Let It Be",3,"Speaking words of wisdom, “let it be”"
"72","Let It Be","The Beatles","Let It Be",4,"Let it be, let it be"
"73","Let It Be","The Beatles","Let It Be",5,"Let it be, let it be"
"74","Let It Be","The Beatles","Let It Be",6,"Whisper words of wisdom"
"75","Let It Be","The Beatles","Let It Be",7,"Let it be"
"76","Let It Be","The Beatles","Let It Be",8,"And when the brokenhearted people living in the world agree"
"77","Let It Be","The Beatles","Let It Be",9,"There will be an answer, let it be"
"78","Let It Be","The Beatles","Let It Be",10,"For though they may be parted, there is still a chance that they will see"
"79","Let It Be","The Beatles","Let It Be",11,"There will be an answer, let it be"
"80","Let It Be","The Beatles","Let It Be",12,"Let it be, let it be"
"81","Let It Be","The Beatles","Let It Be",13,"Let it be, let it be"
"82","Let It Be","The Beatles","Let It Be",14,"Yeah, there will be an answer"
"83","Let It Be","The Beatles","Let It Be",15,"Let it be"
"84","Let It Be","The Beatles","Let It Be",16,"Let it be, let it be"
"85","Let It Be","The Beatles","Let It Be",17,"Let it be, let it be"
"86","Let It Be","The Beatles","Let It Be",18,"Whisper words of wisdom"
"87","Let It Be","The Beatles","Let It Be",19,"Let it be"
"88","Let It Be","The Beatles","Let It Be",20,NA
"89","Let It Be","The Beatles","Let It Be",21,"Let it be, let it be"
"90","Let It Be","The Beatles","Let It Be",22,"Let it be, yeah, let it be"
"91","Let It Be","The Beatles","Let It Be",23,"Whisper words of wisdom"
"92","Let It Be","The Beatles","Let It Be",24,"Let it be"
"93","Let It Be","The Beatles","Let It Be",25,"And when the night is cloudy, there is still a light that shines on me"
"94","Let It Be","The Beatles","Let It Be",26,"Shine on 'til tomorrow, let it be"
"95","Let It Be","The Beatles","Let It Be",27,"I wake up to the sound of music, Mother Mary comes to me"
"96","Let It Be","The Beatles","Let It Be",28,"Speaking words of wisdom, let it be"
"97","Let It Be","The Beatles","Let It Be",29,"Let it be, let it be"
"98","Let It Be","The Beatles","Let It Be",30,"Let it be, yeah, let it be"
"99","Let It Be","The Beatles","Let It Be",31,"There will be an answer"
"100","Let It Be","The Beatles","Let It Be",32,"Let it be"
"101","Let It Be","The Beatles","Let It Be",33,"Let it be, let it be"
"102","Let It Be","The Beatles","Let It Be",34,"Let it be, yeah let it be"
"103","Let It Be","The Beatles","Let It Be",35,"Whisper words of wisdom"
"104","Let It Be","The Beatles","Let It Be",36,"Let it be"
"105","ABC","Jackson 5","ABC",1,"A buh-buh buh buh"
"106","ABC","Jackson 5","ABC",2,"A buh-buh buh buh"
"107","ABC","Jackson 5","ABC",3,"You went to school to learn, girl"
"108","ABC","Jackson 5","ABC",4,"Things you never, never knew before..."
"109","ABC","Jackson 5","ABC",5,"Like ""I before E, except after C"""
"110","ABC","Jackson 5","ABC",6,"And why two plus two makes four"
"111","ABC","Jackson 5","ABC",7,"Now now now, I'm gonna teach you..."
"112","ABC","Jackson 5","ABC",8,"Teach you, teach you"
"113","ABC","Jackson 5","ABC",9,"All about love, yeah!"
"114","ABC","Jackson 5","ABC",10,"All about love!"
"115","ABC","Jackson 5","ABC",11,"Sit yourself down, take a seat"
"116","ABC","Jackson 5","ABC",12,"All you gotta do is repeat after me"
"117","ABC","Jackson 5","ABC",13,"A, B, C"
"118","ABC","Jackson 5","ABC",14,"It's easy as..."
"119","ABC","Jackson 5","ABC",15,"1, 2, 3"
"120","ABC","Jackson 5","ABC",16,"Or simple as..."
"121","ABC","Jackson 5","ABC",17,"Do-Re-Mi"
"122","ABC","Jackson 5","ABC",18,"A, B, C, 1, 2, 3, baby you and me, girl!"
"123","ABC","Jackson 5","ABC",19,"A, B, C"
"124","ABC","Jackson 5","ABC",20,"Easy as..."
"125","ABC","Jackson 5","ABC",21,"1, 2, 3"
"126","ABC","Jackson 5","ABC",22,"Or simple as..."
"127","ABC","Jackson 5","ABC",23,"Do-Re-Mi"
"128","ABC","Jackson 5","ABC",24,"A, B, C, 1, 2, 3, baby you and me, girl!"
"129","ABC","Jackson 5","ABC",25,"Come on, let me love  you just a little bit!"
"130","ABC","Jackson 5","ABC",26,"Come on, let me love you just a little bit!"
"131","ABC","Jackson 5","ABC",27,"I'm-a gonna teach how to sing it out!"
"132","ABC","Jackson 5","ABC",28,"Come on, come on, come on"
"133","ABC","Jackson 5","ABC",29,"Let me show you what it's all about!"
"134","ABC","Jackson 5","ABC",30,"Reading, writing, arithmetic"
"135","ABC","Jackson 5","ABC",31,"Are the branches of the learning tree"
"136","ABC","Jackson 5","ABC",32,"But without the roots of love every day, girl..."
"137","ABC","Jackson 5","ABC",33,"Your education ain't complete"
"138","ABC","Jackson 5","ABC",34,"T-t-t-teachers gonna show you"
"139","ABC","Jackson 5","ABC",35,"Show you, show you"
"140","ABC","Jackson 5","ABC",36,"How to get an ""A""!"
"141","ABC","Jackson 5","ABC",37,"Nyah nyah nyah nyah!"
"142","ABC","Jackson 5","ABC",38,"Spell me you"
"143","ABC","Jackson 5","ABC",39,"You add the two!"
"144","ABC","Jackson 5","ABC",40,"Listen to me baby, that's all you gotta do!"
"145","ABC","Jackson 5","ABC",41,"A, B, C"
"146","ABC","Jackson 5","ABC",42,"It's easy as..."
"147","ABC","Jackson 5","ABC",43,"1, 2, 3"
"148","ABC","Jackson 5","ABC",44,"Or simple as Do-Re-Mi"
"149","ABC","Jackson 5","ABC",45,"A, B, C, 1, 2, 3, baby you and me, girl!"
"150","ABC","Jackson 5","ABC",46,"A, B, C, 1, 2, 3"
"151","ABC","Jackson 5","ABC",47,"It's easy, it's like counting up to three"
"152","ABC","Jackson 5","ABC",48,"Do-Re-Mi, A, B, C"
"153","ABC","Jackson 5","ABC",49,"Sing a simple melody"
"154","ABC","Jackson 5","ABC",50,"That's how easy love can be"
"155","ABC","Jackson 5","ABC",51,"That's how easy love can be"
"156","ABC","Jackson 5","ABC",52,"Sing a simple melody, 1, 2, 3, you and ME!"
"157","ABC","Jackson 5","ABC",53,NA
"158","ABC","Jackson 5","ABC",54,"Sit down, girl!"
"159","ABC","Jackson 5","ABC",55,"I think I love you!"
"160","ABC","Jackson 5","ABC",56,"No!"
"161","ABC","Jackson 5","ABC",57,"Get up, girl!"
"162","ABC","Jackson 5","ABC",58,"Show me what you can do!"
"163","ABC","Jackson 5","ABC",59,"Shake it, shake it, baby, come on now!"
"164","ABC","Jackson 5","ABC",60,"Shake it, shake it, baby, ooo oooh!"
"165","ABC","Jackson 5","ABC",61,"Shake it, shake it, baby, huh!"
"166","ABC","Jackson 5","ABC",62,"1, 2, 3, baby, oo ooo!"
"167","ABC","Jackson 5","ABC",63,"A, B, C, baby, nah nah!"
"168","ABC","Jackson 5","ABC",64,"Do-Re-Mi, baby, huh!"
"169","ABC","Jackson 5","ABC",65,"That's how easy love can be"
"170","ABC","Jackson 5","ABC",66,"A, B, C, 1, 2, 3"
"171","ABC","Jackson 5","ABC",67,"It's easy, it's like counting up to three"
"172","ABC","Jackson 5","ABC",68,"Do-Re-Mi, A, B, C"
"173","ABC","Jackson 5","ABC",69,"Sing a simple melody"
"174","ABC","Jackson 5","ABC",70,"That's how easy love can be"
"175","ABC","Jackson 5","ABC",71,"I'm-a gonna teach you how to sing it out!"
"176","ABC","Jackson 5","ABC",72,"Come on, come on, come on"
"177","ABC","Jackson 5","ABC",73,"Let me show you what it's all about!"
"178","ABC","Jackson 5","ABC",74,"A, B, C, it's easy, it's like counting up to three"
"179","ABC","Jackson 5","ABC",75,"Sing a simple melody"
"180","ABC","Jackson 5","ABC",76,"That's how easy love can be"
"181","ABC","Jackson 5","ABC",77,"I'm-a gonna teach you how to sing it out, sing it out, sing it out!"
"182","ABC","Jackson 5","ABC",78,"Oh! Oh! Oh, baby!"
"183","ABC","Jackson 5","ABC",79,"A, B, C, it's easy, it's like counting up to three"
"184","ABC","Jackson 5","ABC",80,"Sing a simple melody"
"185","ABC","Jackson 5","ABC",81,"That's how easy love can be!"
"186","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",1,"Jesus loves the little children"
"187","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",2,"All the little children of the world"
"188","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",3,"Red and yellow, black and white"
"189","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",4,"They are precious in his sight"
"190","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",5,"Jesus loves the little children of the world"
"191","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",6,"Everything is beautiful"
"192","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",7,"In its' own way"
"193","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",8,"Like a starry summer night"
"194","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",9,"Or a snow covered winter's day"
"195","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",10,"Everybody's beautiful"
"196","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",11,"In their own way"
"197","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",12,"Under God's heaven"
"198","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",13,"The world's gonna find a way"
"199","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",14,"There is none so blind"
"200","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",15,"That is he who will not see"
"201","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",16,"We must not close our minds"
"202","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",17,"We must let our thought be free"
"203","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",18,"For every hour that passes by"
"204","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",19,"You know the world"
"205","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",20,"Gets a little bit older"
"206","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",21,"It's time to realize"
"207","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",22,"That beauty lies"
"208","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",23,"In the eyes of the beholder"
"209","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",24,"Everything is beautiful"
"210","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",25,"In its' own way"
"211","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",26,"Like a starry summer nights"
"212","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",27,"Or a snow covered winter's day"
"213","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",28,"Ah, sing it, children"
"214","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",29,"Everybody's beautiful"
"215","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",30,"In their own way"
"216","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",31,"Under God's heaven"
"217","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",32,"The world's gonna find a way"
"218","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",33,"We shouldn't care"
"219","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",34,"About the length of his hair"
"220","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",35,"Or the color of his skin"
"221","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",36,"Don't worry about what shows from without"
"222","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",37,"But the love that lives within"
"223","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",38,"We're gonna get it all together now"
"224","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",39,"Everything gonna work out fine"
"225","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",40,"Just take a little time"
"226","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",41,"To look on the good side my friend"
"227","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",42,"And straighten it out in your mind"
"228","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",43,"Everything is beautiful"
"229","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",44,"In its' own way"
"230","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",45,"Like a starry summer nights"
"231","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",46,"Or a snow covered winter's day"
"232","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",47,"Ah, sing it, children"
"233","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",48,"Everybody's beautiful"
"234","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",49,"In their own way"
"235","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",50,"Under God's heaven"
"236","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",51,"The world's gonna find a way"
"237","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",52,"One more time"
"238","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",53,"Everything is beautiful"
"239","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",54,"In its' own way"
"240","Everything Is Beautiful","Ray Stevens","Everything is Beautiful",55,"Like a starry summer nights"
"241","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",1,"{Intro}Want some whiskey in your water?"
"242","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",2,"Sugar in your tea?"
"243","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",3,"What's all these crazy questions you're askin' me?"
"244","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",4,"This is the craziest party that could ever be"
"245","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",5,"Don't turn on the lights cause I don't wanna see"
"246","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",6,"Mama told me not to come, Oh Lord"
"247","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",7,"Mama told me not to come"
"248","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",8,"""That ain't the way to have fun, no""{Hook}Open up your window, let some air into this room"
"249","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",9,"I think I'm almost chokin' from the smell of stale perfume"
"250","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",10,"And that cigarette you're smokin' 'bout scare me half to death"
"251","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",11,"Open up the window, sucker, let me catch my breath"
"252","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",12,"Mama told me not to come"
"253","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",13,"Mama told me not to come, She say, uh"
"254","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",14,"""That ain't the way to have fun, son"""
"255","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",15,"""That ain't the way to have fun, son"" she said{Bridge}The radio is blastin', someone's knockin' on the door"
"256","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",16,"I'm lookin' at my girlfriend, she's passed out on the floor"
"257","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",17,"I seen so many things I ain't never seen before"
"258","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",18,"I don't know what it is, I don't wanna see no more"
"259","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",19,"Mama told me not to come, Oh, Lord"
"260","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",20,"Mama told me not to come"
"261","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",21,"She said, ""That ain't the way to have fun, son"""
"262","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",22,"""That ain't the way to have fun, no"""
"263","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",23,"Mama told me, mama told me"
"264","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",24,"Mama told me, told me, told me"
"265","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",25,"Mama told me, told me, ooh, yeah, yeah"
"266","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",26,"Mama told me not to go"
"267","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",27,"Mama told me, mama told me"
"268","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",28,"Ain't that the truth"
"269","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",29,"""That ain't the way to have fun, no"""
"270","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",30,"""That ain't the way to have fun, son"""
"271","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",31,"""That ain't the way to have fun, no"""
"272","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",32,"""That ain't the way to have fun, son"""
"273","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",33,"""That ain't the way to have fun, no"""
"274","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",34,"""That ain't the way to have fun, son"""
"275","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",35,"""That ain't the way to have fun, no"""
"276","Mama Told Me Not To Come","Three Dog Night","Mama Told Me (Not to Come)",36,"""That ain't the way to have fun, son""{Outro}"
"277","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",1,"Why do birds suddenly appear"
"278","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",2,"Every time you are near?"
"279","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",3,"Just like me, they long to be"
"280","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",4,"Close to you"
"281","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",5,"Why do stars fall down from the sky"
"282","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",6,"Every time you walk by?"
"283","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",7,"Just like me, they long to be"
"284","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",8,"Close to you"
"285","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",9,"On the day that you were born"
"286","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",10,"The angels got together"
"287","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",11,"And decided to create a dream come true"
"288","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",12,"So they sprinkled moondust in your hair of gold"
"289","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",13,"And starlight in your eyes of blue"
"290","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",14,"That is why all the girls in town (Girls in town)"
"291","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",15,"Follow you (Follow you) all around (All around)"
"292","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",16,"Just like me, they long to be"
"293","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",17,"Close to you"
"294","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",18,"A-a-aaa"
"295","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",19,"A-a-a-a"
"296","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",20,"A-a-aaa"
"297","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",21,"On the day that you were born"
"298","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",22,"The angels got together"
"299","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",23,"And decided to create a dream come true"
"300","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",24,"So they sprinkled moondust in your hair of gold"
"301","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",25,"And starlight in your eyes of blue"
"302","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",26,"That is why all the girls in town (Girls in town)"
"303","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",27,"Follow you (Follow you) all around (All around)"
"304","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",28,"Just like me, they long to be"
"305","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",29,"Close to you"
"306","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",30,"Just like me (Just like me), they long to be"
"307","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",31,"Close to you"
"308","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",32,"(Wua-a-a-a, close to you)"
"309","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",33,"(Wua-a-a-a, close to you)"
"310","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",34,"(Haa-a-a-a, close to you)"
"311","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",35,"(Wua-a-a-a, close to you)"
"312","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",36,"(Wua-a-a-a, close to you)"
"313","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",37,"(Wua-a-a-a, close to you)"
"314","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",38,"(Wua-a-a-a, close to you)"
