"","Title","Artist","track_title","line","lyric"
"16807","Like A Prayer","Madonna","Like a Prayer",69,"Just like a prayer, I'll take you there"
"16808","Like A Prayer","Madonna","Like a Prayer",70,"It's like a dream to me"
"16809","Like A Prayer","Madonna","Like a Prayer",71,"Just like a prayer, I'll take you there"
"16810","Like A Prayer","Madonna","Like a Prayer",72,"It's like a dream to me"
"16811","Like A Prayer","Madonna","Like a Prayer",73,"Just like a prayer, I'll take you there"
"16812","Like A Prayer","Madonna","Like a Prayer",74,"It's like a dream to me"
"16813","Like A Prayer","Madonna","Like a Prayer",75,"Just like a prayer, I'll take you there"
"16814","Like A Prayer","Madonna","Like a Prayer",76,"It's like a dream to me"
"16815","Like A Prayer","Madonna","Like a Prayer",77,"Just like a prayer"
"16816","Like A Prayer","Madonna","Like a Prayer",78,"Your voice can take me there"
"16817","Like A Prayer","Madonna","Like a Prayer",79,"Just like a muse to me"
"16818","Like A Prayer","Madonna","Like a Prayer",80,"You are a mystery"
"16819","Like A Prayer","Madonna","Like a Prayer",81,"Just like a dream"
"16820","Like A Prayer","Madonna","Like a Prayer",82,"You are not what you seem"
"16821","Like A Prayer","Madonna","Like a Prayer",83,"Just like a prayer, no choice"
"16822","Like A Prayer","Madonna","Like a Prayer",84,"Your voice can take me there"
"16823","Like A Prayer","Madonna","Like a Prayer",85,"Just like a prayer"
"16824","Like A Prayer","Madonna","Like a Prayer",86,"Your voice can take me there"
"16825","Like A Prayer","Madonna","Like a Prayer",87,"Just like a muse to me"
"16826","Like A Prayer","Madonna","Like a Prayer",88,"You are a mystery"
"16827","Like A Prayer","Madonna","Like a Prayer",89,"Just like a dream"
"16828","Like A Prayer","Madonna","Like a Prayer",90,"You are not what you seem"
"16829","Like A Prayer","Madonna","Like a Prayer",91,"Just like a prayer, no choice"
"16830","Like A Prayer","Madonna","Like a Prayer",92,"Your voice can take me there"
"16831","Like A Prayer","Madonna","Like a Prayer",93,"Your voice can take me there"
"16832","Like A Prayer","Madonna","Like a Prayer",94,"Like a prayer"
"16833","Like A Prayer","Madonna","Like a Prayer",95,"Like a prayer"
"16834","Like A Prayer","Madonna","Like a Prayer",96,"Just like a prayer, your voice can take me there"
"16835","Like A Prayer","Madonna","Like a Prayer",97,"It's like a dream to me"
"16836","Like A Prayer","Madonna","Like a Prayer",98,"Just like a prayer, your voice can take me there"
"16837","Like A Prayer","Madonna","Like a Prayer",99,"It's like a dream to me"
"16838","Like A Prayer","Madonna","Like a Prayer",100,"Just like a prayer, your voice can take me there"
"16839","Like A Prayer","Madonna","Like a Prayer",101,"It's like a dream to me"
"16840","Like A Prayer","Madonna","Like a Prayer",102,"Just like a prayer, your voice can take me there"
"16841","Like A Prayer","Madonna","Like a Prayer",103,"It's like a dream to me"
"16842","Ill Be There For You","Bon Jovi","I'll Be There For You",1,"I guess this time you're really leavin'"
"16843","Ill Be There For You","Bon Jovi","I'll Be There For You",2,"I heard your suitcase say goodbye"
"16844","Ill Be There For You","Bon Jovi","I'll Be There For You",3,"Well as my broken heart lies bleedin'You say true love is suicide"
"16845","Ill Be There For You","Bon Jovi","I'll Be There For You",4,"You say you've cried a thousand rivers"
"16846","Ill Be There For You","Bon Jovi","I'll Be There For You",5,"And now you're swimmin' for the shore"
"16847","Ill Be There For You","Bon Jovi","I'll Be There For You",6,"You left me drownin' in my tears"
"16848","Ill Be There For You","Bon Jovi","I'll Be There For You",7,"And you won't save me anymore"
"16849","Ill Be There For You","Bon Jovi","I'll Be There For You",8,"I'm prayin' to God you'll give me one more chance, girl"
"16850","Ill Be There For You","Bon Jovi","I'll Be There For You",9,"I'll be there for you, these five words I swear to you"
"16851","Ill Be There For You","Bon Jovi","I'll Be There For You",10,"When you breathe I want to be the air for you, I'll be there for you"
"16852","Ill Be There For You","Bon Jovi","I'll Be There For You",11,"I'd live and I'd die for you, I'd steal the sun from the sky for you"
"16853","Ill Be There For You","Bon Jovi","I'll Be There For You",12,"Words can't say what love can do, I'll be there for you"
"16854","Ill Be There For You","Bon Jovi","I'll Be There For You",13,"I know you know we've had some good times"
"16855","Ill Be There For You","Bon Jovi","I'll Be There For You",14,"Now they have their own hidin' place"
"16856","Ill Be There For You","Bon Jovi","I'll Be There For You",15,"Well, I can promise you tomorrow"
"16857","Ill Be There For You","Bon Jovi","I'll Be There For You",16,"But I can't buy back yesterday"
"16858","Ill Be There For You","Bon Jovi","I'll Be There For You",17,"And, baby, you know my hands are dirty"
"16859","Ill Be There For You","Bon Jovi","I'll Be There For You",18,"(But I wanted to be your valentine)"
"16860","Ill Be There For You","Bon Jovi","I'll Be There For You",19,"But I wanted to be your valentine"
"16861","Ill Be There For You","Bon Jovi","I'll Be There For You",20,"I'll be the water when you get thirsty, baby"
"16862","Ill Be There For You","Bon Jovi","I'll Be There For You",21,"When you get drunk, I'll be the wine"
"16863","Ill Be There For You","Bon Jovi","I'll Be There For You",22,"I'll be there for you, these five words I swear to you"
"16864","Ill Be There For You","Bon Jovi","I'll Be There For You",23,"When you breathe I want to be the air for you, I'll be there for you"
"16865","Ill Be There For You","Bon Jovi","I'll Be There For You",24,"I'd live and I'd die for you, I'd steal the sun from the sky for you"
"16866","Ill Be There For You","Bon Jovi","I'll Be There For You",25,"Words can't say what love can do, I'll be there for you"
"16867","Ill Be There For You","Bon Jovi","I'll Be There For You",26,NA
"16868","Ill Be There For You","Bon Jovi","I'll Be There For You",27,"And I wasn't there when you were happy"
"16869","Ill Be There For You","Bon Jovi","I'll Be There For You",28,"(And I wasn't there to make you happy)"
"16870","Ill Be There For You","Bon Jovi","I'll Be There For You",29,"I wasn't there when you were down"
"16871","Ill Be There For You","Bon Jovi","I'll Be There For You",30,"I didn't mean to miss your birthday, baby"
"16872","Ill Be There For You","Bon Jovi","I'll Be There For You",31,"I wish I'd seen you blow those candles out"
"16873","Ill Be There For You","Bon Jovi","I'll Be There For You",32,"I'll be there for you, these five words I swear to you"
"16874","Ill Be There For You","Bon Jovi","I'll Be There For You",33,"When you breathe I want to be the air for you, I'll be there for you"
"16875","Ill Be There For You","Bon Jovi","I'll Be There For You",34,"I'd live and I'd die for you, I'd steal the sun from the sky for you"
"16876","Ill Be There For You","Bon Jovi","I'll Be There For You",35,"Words can't say what love can do, I'll be there for"
"16877","Ill Be There For You","Bon Jovi","I'll Be There For You",36,"I'll be there for you, these five words I swear to you"
"16878","Ill Be There For You","Bon Jovi","I'll Be There For You",37,"When you breathe I want to be the air for you, I'll be there for you"
"16879","Ill Be There For You","Bon Jovi","I'll Be There For You",38,"I'd live and I'd die for you, I'd steal the sun from the sky for you"
"16880","Ill Be There For You","Bon Jovi","I'll Be There For You",39,"Words can't say what love can do, I'll be there for you"
"16881","Ill Be There For You","Bon Jovi","I'll Be There For You",40,"Woah, oh, oh, woah, oh, oh, woah, oh, oh, woah"
"16882","Ill Be There For You","Bon Jovi","I'll Be There For You",41,"Woah, oh, oh, woah, oh, oh, woah, oh, oh, woah"
"16883","Ill Be There For You","Bon Jovi","I'll Be There For You",42,"Woah, oh, oh, woah, oh, oh, woah, oh, oh, woah"
"16884","Forever Your Girl","Paula Abdul","Forever Your Girl",1,"Hey baby"
"16885","Forever Your Girl","Paula Abdul","Forever Your Girl",2,"You gotta remember"
"16886","Forever Your Girl","Paula Abdul","Forever Your Girl",3,"I'm forever your girl"
"16887","Forever Your Girl","Paula Abdul","Forever Your Girl",4,"And baby, forever and ever and ever"
"16888","Forever Your Girl","Paula Abdul","Forever Your Girl",5,"(You know I am)"
"16889","Forever Your Girl","Paula Abdul","Forever Your Girl",6,"Baby, pick your head up (Head up)"
"16890","Forever Your Girl","Paula Abdul","Forever Your Girl",7,"Come on and look me in the face"
"16891","Forever Your Girl","Paula Abdul","Forever Your Girl",8,"'Cause I can tell that somethin' is bringin' you down"
"16892","Forever Your Girl","Paula Abdul","Forever Your Girl",9,"(Why are you down?)"
"16893","Forever Your Girl","Paula Abdul","Forever Your Girl",10,"Is it the rumour that another boy wants to take your place?"
"16894","Forever Your Girl","Paula Abdul","Forever Your Girl",11,"(I hear he's after your heart)"
"16895","Forever Your Girl","Paula Abdul","Forever Your Girl",12,"Have you been hearin' the stories? They're goin' around"
"16896","Forever Your Girl","Paula Abdul","Forever Your Girl",13,"(All of my friends are talkin')"
"16897","Forever Your Girl","Paula Abdul","Forever Your Girl",14,"Baby, just remember I gave you my heart"
"16898","Forever Your Girl","Paula Abdul","Forever Your Girl",15,"Ain't no one gonna tear us apart"
"16899","Forever Your Girl","Paula Abdul","Forever Your Girl",16,"He could promise the moon and the stars above"
"16900","Forever Your Girl","Paula Abdul","Forever Your Girl",17,"Even if he promised me the world"
"16901","Forever Your Girl","Paula Abdul","Forever Your Girl",18,"Just remember I'm forever your girl"
"16902","Forever Your Girl","Paula Abdul","Forever Your Girl",19,"He could promise the world"
"16903","Forever Your Girl","Paula Abdul","Forever Your Girl",20,"You gotta remember"
"16904","Forever Your Girl","Paula Abdul","Forever Your Girl",21,"I'm forever your girl"
"16905","Forever Your Girl","Paula Abdul","Forever Your Girl",22,"Honey, listen to me (To me)"
"16906","Forever Your Girl","Paula Abdul","Forever Your Girl",23,"Your love is all I need"
"16907","Forever Your Girl","Paula Abdul","Forever Your Girl",24,"You should know that I don't need nothin' that money can buy"
"16908","Forever Your Girl","Paula Abdul","Forever Your Girl",25,"(It's no lie)"
"16909","Forever Your Girl","Paula Abdul","Forever Your Girl",26,"So if a boy were to come along"
"16910","Forever Your Girl","Paula Abdul","Forever Your Girl",27,"And try to make me leave you"
"16911","Forever Your Girl","Paula Abdul","Forever Your Girl",28,"(Girl, I'd go out of my mind)"
"16912","Forever Your Girl","Paula Abdul","Forever Your Girl",29,"There'd be no need to worry"
"16913","Forever Your Girl","Paula Abdul","Forever Your Girl",30,"I'm tellin' you why"
"16914","Forever Your Girl","Paula Abdul","Forever Your Girl",31,"(I need to hear that you really love me)"
"16915","Forever Your Girl","Paula Abdul","Forever Your Girl",32,"Baby, don't you know that I love ya?"
"16916","Forever Your Girl","Paula Abdul","Forever Your Girl",33,"And I'd never put nobody above ya"
"16917","Forever Your Girl","Paula Abdul","Forever Your Girl",34,"He could promise the moon and the stars above"
"16918","Forever Your Girl","Paula Abdul","Forever Your Girl",35,"Even if he promised me the world"
"16919","Forever Your Girl","Paula Abdul","Forever Your Girl",36,"Just remember I'm forever your girl"
"16920","Forever Your Girl","Paula Abdul","Forever Your Girl",37,"He could promise the world"
"16921","Forever Your Girl","Paula Abdul","Forever Your Girl",38,"You gotta remember"
"16922","Forever Your Girl","Paula Abdul","Forever Your Girl",39,"I'm forever your girl"
"16923","Forever Your Girl","Paula Abdul","Forever Your Girl",40,"I'm forever your baby"
"16924","Forever Your Girl","Paula Abdul","Forever Your Girl",41,"Just remember I'm forever your girl"
"16925","Forever Your Girl","Paula Abdul","Forever Your Girl",42,"He could promise the world"
"16926","Forever Your Girl","Paula Abdul","Forever Your Girl",43,"Hey baby, just remember"
"16927","Forever Your Girl","Paula Abdul","Forever Your Girl",44,"I'm forever your girl"
"16928","Forever Your Girl","Paula Abdul","Forever Your Girl",45,"When the mountains crumble into the sea"
"16929","Forever Your Girl","Paula Abdul","Forever Your Girl",46,"That's the day someone'll come between you and me"
"16930","Forever Your Girl","Paula Abdul","Forever Your Girl",47,"Baby, just remember I gave you my heart"
"16931","Forever Your Girl","Paula Abdul","Forever Your Girl",48,"(Tell me) Ain't no one gonna tear us apart"
"16932","Forever Your Girl","Paula Abdul","Forever Your Girl",49,"Baby, he could promise me diamonds"
"16933","Forever Your Girl","Paula Abdul","Forever Your Girl",50,"Even if he promised me pearls"
"16934","Forever Your Girl","Paula Abdul","Forever Your Girl",51,"Honey, you know I ain't lyin'"
"16935","Forever Your Girl","Paula Abdul","Forever Your Girl",52,"Listen as I tell it to the world"
"16936","Forever Your Girl","Paula Abdul","Forever Your Girl",53,"Just remember, baby, remember"
"16937","Forever Your Girl","Paula Abdul","Forever Your Girl",54,"Just remember"
"16938","Forever Your Girl","Paula Abdul","Forever Your Girl",55,"Baby, forever and ever and ever"
"16939","Forever Your Girl","Paula Abdul","Forever Your Girl",56,"We'll be together"
"16940","Forever Your Girl","Paula Abdul","Forever Your Girl",57,"I'm forever your girl"
"16941","Forever Your Girl","Paula Abdul","Forever Your Girl",58,"Baby, forever and ever and ever"
"16942","Forever Your Girl","Paula Abdul","Forever Your Girl",59,"We'll be together"
"16943","Forever Your Girl","Paula Abdul","Forever Your Girl",60,"I'm forever your girl"
"16944","Forever Your Girl","Paula Abdul","Forever Your Girl",61,"Baby, forever and ever and ever"
"16945","Forever Your Girl","Paula Abdul","Forever Your Girl",62,"We'll be together"
"16946","Forever Your Girl","Paula Abdul","Forever Your Girl",63,"I'm forever your girl"
"16947","Forever Your Girl","Paula Abdul","Forever Your Girl",64,"Hey baby, he could promise the world"
"16948","Forever Your Girl","Paula Abdul","Forever Your Girl",65,"Girl, you know I love you"
"16949","Forever Your Girl","Paula Abdul","Forever Your Girl",66,"And I always will (Hey baby)"
"16950","Forever Your Girl","Paula Abdul","Forever Your Girl",67,"If we live 'til forever"
"16951","Forever Your Girl","Paula Abdul","Forever Your Girl",68,"I'll be lovin' you"
"16952","Forever Your Girl","Paula Abdul","Forever Your Girl",69,"I'll be lovin' you still"
"16953","Forever Your Girl","Paula Abdul","Forever Your Girl",70,"Just remember"
"16954","Forever Your Girl","Paula Abdul","Forever Your Girl",71,"I'm forever your girl"
"16955","Forever Your Girl","Paula Abdul","Forever Your Girl",72,"Forever your girl"
"16956","Forever Your Girl","Paula Abdul","Forever Your Girl",73,"Just remember"
"16957","Forever Your Girl","Paula Abdul","Forever Your Girl",74,"I'm forever your girl"
"16958","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",1,"Oh, oh, oh, oh"
"16959","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",2,"It must have been cold there in my shadow"
"16960","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",3,"To never have sunlight on your face"
"16961","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",4,"You were content to let me shine, that's your way"
"16962","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",5,"You always walked a step behind"
"16963","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",6,"So I was the one with all the glory"
"16964","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",7,"While you were the one with all the strength"
"16965","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",8,"A beautiful face without a name for so long"
"16966","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",9,"A beautiful smile to hide the pain"
"16967","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",10,"Did you ever know that you're my hero"
"16968","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",11,"And everything I would like to be?"
"16969","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",12,"I can fly higher than an eagle"
"16970","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",13,"For you are the wind beneath my wings"
"16971","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",14,"It might have appeared to go unnoticed"
"16972","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",15,"But I've got it all here in my heart"
"16973","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",16,"I want you to know, I know the truth, of course I know it"
"16974","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",17,"I would be nothing without you"
"16975","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",18,"Did you ever know that you're my hero?"
"16976","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",19,"You're everything I wish I could be"
"16977","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",20,"I could fly higher than an eagle"
"16978","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",21,"For you are the wind beneath my wings"
"16979","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",22,"Did I ever tell you you're my hero?"
"16980","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",23,"You're everything, everything I wish I could be"
"16981","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",24,"Oh, and I, I could fly higher than an eagle"
"16982","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",25,"For you are the wind beneath my wings"
"16983","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",26,"Cause you are the wind beneath my wings"
"16984","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",27,"Oh, the wind beneath my wings"
"16985","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",28,"You, you, you, you are the wind beneath my wings"
"16986","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",29,"Fly, fly, fly away, you let me fly so high"
"16987","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",30,"Oh, you, you, you, the wind beneath my wings"
"16988","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",31,"Oh, you, you, you, the wind beneath my wings"
"16989","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",32,"Fly, fly, so high against the sky"
"16990","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",33,"So high I almost touch the sky"
"16991","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",34,"Thank you, thank you"
"16992","Wind Beneath My Wings","Bette Midler","Wind Beneath My Wings",35,"Thank God for you, the wind beneath my wings"
"16993","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",1,"Yeah"
"16994","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",2,"I'm not that kind of guy who can take a broken heart"
"16995","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",3,"So don't ever leave"
"16996","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",4,"I don't want to see us part"
"16997","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",5,"The very thought of losing you means"
"16998","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",6,"That everything"
"16999","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",7,"Would go down under"
"17000","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",8,"I'll be loving you forever"
"17001","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",9,"Just as long as you want me to be"
"17002","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",10,"I'll be loving you forever"
"17003","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",11,"All this love's for you and me, yeah"
"17004","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",12,"(I'll be loving you) I'll be"
"17005","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",13,"(I'll be loving you) Loving you"
"17006","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",14,"(The things you do) Yeah, it's forever"
"17007","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",15,"(I'll be loving you) I'll be"
"17008","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",16,"(I'll be loving you) Loving you"
"17009","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",17,"Yeah"
"17010","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",18,"I count the blessings that keep our love new"
"17011","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",19,"There's one for me"
"17012","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",20,"And a million for you"
"17013","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",21,"There's just so much that I wanna say"
"17014","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",22,"But when I look at you"
"17015","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",23,"All my thoughts get in the way"
"17016","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",24,"I'll be loving you forever"
"17017","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",25,"Just as long as you want me to be"
"17018","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",26,"I'll be loving you forever"
"17019","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",27,"All this love's for you and me, yeah"
"17020","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",28,"(I'll be loving you) I'll be"
"17021","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",29,"(I'll be loving you) Loving you"
"17022","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",30,"(The things you do) Yeah, it's forever"
"17023","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",31,"(I'll be loving you) I'll be"
"17024","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",32,"(I'll be loving you) Loving you"
"17025","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",33,"Yeah"
"17026","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",34,"We've learned to fall to every turn back now"
"17027","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",35,"This love will last forever"
"17028","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",36,"I can see it all now"
"17029","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",37,"(I'll be loving you) I'll be"
"17030","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",38,"(I'll be loving you) Loving you"
"17031","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",39,"(The things you do) Yeah, is forever"
"17032","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",40,"(I'll be loving you) I'll be"
"17033","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",41,"(I'll be loving you) Loving only you, girl"
"17034","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",42,"Yeah, girl"
"17035","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",43,"Oh girl"
"17036","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",44,"I'll be loving only you"
"17037","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",45,"(I'll be loving you)"
"17038","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",46,"(I'll be loving you)"
"17039","Ill Be Loving You Forever","New Kids On The Block","I'll Be Loving You (Forever)",47,"Be loving you girl"
"17040","Satisfied","Richard Marx","Satisfied",1,"Yeah, yeah"
"17041","Satisfied","Richard Marx","Satisfied",2,"Whoa"
"17042","Satisfied","Richard Marx","Satisfied",3,"We work our bodies weary"
"17043","Satisfied","Richard Marx","Satisfied",4,"To stay alive"
"17044","Satisfied","Richard Marx","Satisfied",5,"There must be more to living"
"17045","Satisfied","Richard Marx","Satisfied",6,"Than nine to five"
"17046","Satisfied","Richard Marx","Satisfied",7,"Why should we wait for some better time?"
"17047","Satisfied","Richard Marx","Satisfied",8,"There may not even be a tomorrow"
"17048","Satisfied","Richard Marx","Satisfied",9,"Ain't no sense in losing your mind"
"17049","Satisfied","Richard Marx","Satisfied",10,"I'm gonna make it worth the ride"
"17050","Satisfied","Richard Marx","Satisfied",11,"Don't you know"
"17051","Satisfied","Richard Marx","Satisfied",12,"I won't give up until I'm satisfied?"
"17052","Satisfied","Richard Marx","Satisfied",13,"Don't you know"
"17053","Satisfied","Richard Marx","Satisfied",14,"Why should I stop until I'm satisfied?"
"17054","Satisfied","Richard Marx","Satisfied",15,"Ignore the hesitation"
"17055","Satisfied","Richard Marx","Satisfied",16,"That ties your hands"
"17056","Satisfied","Richard Marx","Satisfied",17,"Use your imagination"
"17057","Satisfied","Richard Marx","Satisfied",18,"And take a chance"
"17058","Satisfied","Richard Marx","Satisfied",19,"Won't let my moment of truth pass me by"
"17059","Satisfied","Richard Marx","Satisfied",20,"I've gotta make my move, now or never"
"17060","Satisfied","Richard Marx","Satisfied",21,"And if they turn me loose on this town"
"17061","Satisfied","Richard Marx","Satisfied",22,"They're gonna have to hold me down"
"17062","Satisfied","Richard Marx","Satisfied",23,"Don't you know"
"17063","Satisfied","Richard Marx","Satisfied",24,"I won't give up until I'm satisfied?"
"17064","Satisfied","Richard Marx","Satisfied",25,"Don't you know"
"17065","Satisfied","Richard Marx","Satisfied",26,"Why should I stop until I'm satisfied?"
"17066","Satisfied","Richard Marx","Satisfied",27,"Yeah"
"17067","Satisfied","Richard Marx","Satisfied",28,"Don't you know"
"17068","Satisfied","Richard Marx","Satisfied",29,"Ain't gonna stop up until we're satisfied?"
"17069","Satisfied","Richard Marx","Satisfied",30,"Don't you know"
"17070","Satisfied","Richard Marx","Satisfied",31,"We shouldn't stop until we're satisfied?"
"17071","Satisfied","Richard Marx","Satisfied",32,"Yeh, yeah"
"17072","Satisfied","Richard Marx","Satisfied",33,"Don't you know"
"17073","Satisfied","Richard Marx","Satisfied",34,"Ain't gonna stop until I'm satisfied? Yeah"
"17074","Satisfied","Richard Marx","Satisfied",35,"Don't you know"
"17075","Satisfied","Richard Marx","Satisfied",36,"We won't give up until we're satisfied?"
"17076","Satisfied","Richard Marx","Satisfied",37,"Oh, oh, oh"
"17077","Satisfied","Richard Marx","Satisfied",38,"Why should I stop before I'm satisfied? Ow"
"17078","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",1,"Babe, don't be shy"
"17079","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",2,"When you're holding my hand"
"17080","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",3,"'Cause this time goes back"
"17081","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",4,"You got to understand"
"17082","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",5,"It's you"
"17083","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",6,"Ba, ba, ba baby"
"17084","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",7,"In your eyes"
"17085","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",8,"I see it so clearly"
"17086","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",9,"That our love it's so strong"
"17087","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",10,"And you never go wrong"
"17088","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",11,"I got the best for you"
"17089","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",12,"So I'm waiting down"
"17090","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",13,"If you need someone"
"17091","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",14,"Baby, call my line"
"17092","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",15,"Call me anytime"
"17093","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",16,"I'll be there for you"
"17094","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",17,"You, you"
"17095","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",18,"I've been searching high"
"17096","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",19,"High, high"
"17097","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",20,"I've been searching low"
"17098","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",21,"Ba, ba, ba, ba, baby"
"17099","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",22,"Don't forget my number"
"17100","Baby Dont Forget My Number","Milli Vanilli","Baby Don't Forget My Number",23,"Baby, don't be stronger than a thunder"
